"","Grouping","Sample Code","Culture Variable","Pre-acidification","Make Date","Milk Protein","Milk Fat","Milk P:F","Milk Acidity","Culture inoc rate","Response","value"
"172","Process Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Mill pH","5.37"
"173","Process Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Inoc_PO Time","145"
"174","Process Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Inoc_Mill Time","225"
"175","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Moisture%","34.270000000000003"
"176","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Protein%","25.87"
"177","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Fat%","33.520000000000003"
"178","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","FDB","0.50996500836756442"
"179","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","MFFS","0.51549338146811086"
"180","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Salt%","1.82"
"181","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","S/M","5.3107674350744087E-2"
"182","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Ca","8.5699999999999995E-3"
"183","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Initial Cheese pH","5.05"
"184","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","%NPN/TN","0.10630073444143795"
"185","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","%NCN/TN","0.14882102821801313"
"186","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Total FFA%","2.3999999999999998E-3"
"187","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Glutamic Acid","0.93700000000000006"
"188","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Leucine","0.92"
"189","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Lysine","0.38"
"190","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Aliphatic/acidc ratio","6.460251046025105"
"191","Biochemical Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Total FAA (mg/g)","4.3840000000000003"
"192","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Hand Firmness","13.81"
"193","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Cohesiveness of Mass","11.69"
"194","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Adhesiveness","9.73"
"195","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Chewiness","6.49"
"196","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Particle Size","13.3"
"197","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Bitter","0.38"
"198","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Acid","1.7"
"199","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Salt","6.25"
"200","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Sweet","0.13"
"201","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Savory","1.92"
"202","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Butter","1.25"
"203","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Brothy","1.33"
"204","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Sour","0.56000000000000005"
"205","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Sulfur","0.67"
"206","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Rancid","0"
"207","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Fruity","0.38"
"208","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Whey Taint","1"
"209","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Astringent","2.35"
"210","Sensory Data","02152023-0-2-BS","BS","No","44970","3.87","4.63","0.83585313174946008","17.2","8.9999999999999993E-3","Others","0"
"211","Process Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Coagulation pH","6.6"
"212","Process Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Coagulation time (minutes)","33.36333333333333"
"213","Process Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Whey removal pH","6.26"
"214","Process Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Mill pH","5.38"
"215","Process Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Inoc_PO Time","145"
"216","Process Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Inoc_Mill Time","225"
"217","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Moisture%","33.869999999999997"
"218","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Protein%","26.15"
"219","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Fat%","33.520000000000003"
"220","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","FDB","0.50688038711628614"
"221","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","MFFS","0.5094765342960289"
"222","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Salt%","1.77"
"223","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","S/M","5.2258635961027464E-2"
"224","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Ca","8.6999999999999994E-3"
"225","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Initial Cheese pH","5.18"
"226","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","%NPN/TN","0.10363288718929255"
"227","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","%NCN/TN","0.14187380497131932"
"228","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Total FFA%","2.2000000000000001E-3"
"229","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Glutamic Acid","0.98799999999999999"
"230","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Leucine","0.95099999999999996"
"231","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Lysine","0.39100000000000001"
"232","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Aliphatic/acidc ratio","3.9552941176470582"
"233","Biochemical Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Total FAA (mg/g)","4.8379999999999992"
"234","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Hand Firmness","13.51"
"235","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Cohesiveness of Mass","10.92"
"236","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Adhesiveness","7.66"
"237","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Chewiness","6.29"
"238","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Particle Size","13.59"
"239","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Bitter","0.36"
"240","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Acid","1.99"
"241","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Salt","6.3"
"242","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Sweet","0.38"
"243","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Savory","1.9"
"244","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Butter","1.17"
"245","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Brothy","1.32"
"246","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Sour","0.62"
"247","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Sulfur","0.63"
"248","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Rancid","0"
"249","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Fruity","0.28999999999999998"
"250","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Whey Taint","1"
"251","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Astringent","1.95"
"252","Sensory Data","02152023-0-2-DVI","DVI","No","44970","3.87","4.63","0.83585313174946008","17.2","3.1300000000000002E-4","Others","0"
"253","Process Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Coagulation pH","6.4"
"254","Process Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Coagulation time (minutes)","25.75"
"255","Process Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Whey removal pH","6.26"
"256","Process Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Mill pH","5.41"
"257","Process Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Inoc_PO Time","125"
"258","Process Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Inoc_Mill Time","220"
"259","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Moisture%","34.86"
"260","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Protein%","25.32"
"261","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Fat%","33.61"
"262","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","FDB","0.51596561252686524"
"263","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","MFFS","0.5250790781744239"
"264","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Salt%","1.69"
"265","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","S/M","4.8479632816982213E-2"
"266","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Ca","8.5699999999999995E-3"
"267","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Initial Cheese pH","5.3"
"268","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","%NPN/TN","9.7551342812006323E-2"
"269","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","%NCN/TN","0.15758293838862561"
"270","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Total FFA%","2.5999999999999999E-3"
"271","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Glutamic Acid","0.871"
"272","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Leucine","0.79800000000000004"
"273","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Lysine","0.33300000000000002"
"274","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Aliphatic/acidc ratio","6.4037558685446019"
"275","Biochemical Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Total FAA (mg/g)","3.8470000000000004"
"276","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Hand Firmness","12.56"
"277","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Cohesiveness of Mass","11.3"
"278","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Adhesiveness","9.42"
"279","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Chewiness","6.16"
"280","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Particle Size","13.6"
"281","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Bitter","0.75"
"282","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Acid","1.76"
"283","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Salt","6.25"
"284","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Sweet","0.17"
"285","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Savory","1.5"
"286","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Butter","0.83"
"287","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Brothy","1.35"
"288","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Sour","0.26"
"289","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Sulfur","0.61"
"290","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Rancid","0.06"
"291","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Fruity","0.24"
"292","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Whey Taint","0.4"
"293","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Astringent","2"
"294","Sensory Data","02162023-1-2-BS","BS","No","44970","3.86","4.59","0.84095860566448799","17.100000000000001","8.9999999999999993E-3","Others","0"
"295","Process Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Coagulation pH","6.43"
"296","Process Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Coagulation time (minutes)","25.013333333333332"
"297","Process Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Whey removal pH","6.2"
"298","Process Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Mill pH","5.42"
"299","Process Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Inoc_PO Time","125"
"300","Process Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Inoc_Mill Time","205"
"301","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Moisture%","35.39"
"302","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Protein%","25.67"
"303","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Fat%","33.22"
"304","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","FDB","0.51416189444358462"
"305","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","MFFS","0.5299490865528601"
"306","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Salt%","1.75"
"307","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","S/M","4.9448996891777335E-2"
"308","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Ca","8.2699999999999996E-3"
"309","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Initial Cheese pH","5.25"
"310","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","%NPN/TN","9.9337748344370841E-2"
"311","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","%NCN/TN","0.14374756525126606"
"312","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Total FFA%","2.3E-3"
"313","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Glutamic Acid","0.95"
"314","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Leucine","1.03"
"315","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Lysine","0.38200000000000001"
"316","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Aliphatic/acidc ratio","6.5776892430278897"
"317","Biochemical Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Total FAA (mg/g)","4.54"
"318","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Hand Firmness","13.29"
"319","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Cohesiveness of Mass","12.36"
"320","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Adhesiveness","9.6300000000000008"
"321","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Chewiness","6.1"
"322","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Particle Size","13.48"
"323","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Bitter","0.19"
"324","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Acid","1.98"
"325","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Salt","6.47"
"326","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Sweet","0.55000000000000004"
"327","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Savory","1.97"
"328","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Butter","1.68"
"329","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Brothy","1.5"
"330","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Sour","0.67"
"331","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Sulfur","0.56000000000000005"
"332","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Rancid","0.06"
"333","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Fruity","0.5"
"334","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Whey Taint","1.73"
"335","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Astringent","2.52"
"336","Sensory Data","02162023-1-2-DVI","DVI","Yes","44970","3.86","4.59","0.84095860566448799","17.100000000000001","3.1300000000000002E-4","Others","0"
"337","Process Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Coagulation pH","6.56"
"338","Process Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Coagulation time (minutes)","28.073333333333334"
"339","Process Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Whey removal pH","6.3"
"340","Process Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Mill pH","5.43"
"341","Process Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Inoc_PO Time","135"
"342","Process Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Inoc_Mill Time","220"
"343","Biochemical Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Moisture%","36.119999999999997"
"344","Biochemical Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Protein%","24.79"
"345","Biochemical Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Fat%","34.94"
"346","Biochemical Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","FDB","0.54696305572949278"
"347","Biochemical Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","MFFS","0.55517983399938509"
"348","Biochemical Data","03012023-1-3-BS","BS","No","44985","3.36","4.08","0.82352941176470584","14.7","7.4999999999999997E-3","Salt%","1.64"
